CustomerID,TotalSales,TotalVolume,TotalOrders,ProductsInteractedWith,FirstPurchasedDate,LastPurchasedDate,AOV,ActiveMonths,Country
13456.0,1766.72,765,6,43,2011-05-16 15:34:00,2011-11-22 09:18:00,294.4533333333333,1.0,United Kingdom
13458.0,9646.57,5508,14,242,2010-12-15 12:05:00,2011-12-02 15:29:00,689.0407142857142,1.0,United Kingdom
13460.0,183.44,286,2,16,2011-10-21 09:50:00,2011-11-10 17:17:00,91.72,1.0,United Kingdom
13461.0,1445.0,1170,3,14,2011-06-29 10:23:00,2011-11-01 09:01:00,481.6666666666667,1.0,United Kingdom
13462.0,151.5,62,1,9,2011-04-01 11:20:00,2011-04-01 11:20:00,151.5,1.0,United Kingdom
13464.0,674.68,403,1,41,2011-10-12 15:01:00,2011-10-12 15:01:00,674.68,1.0,United Kingdom
13466.0,307.9,259,1,17,2011-06-08 16:39:00,2011-06-08 16:39:00,307.9,1.0,United Kingdom
13467.0,1083.71,584,2,89,2011-11-03 16:56:00,2011-11-29 10:01:00,541.855,1.0,United Kingdom
13468.0,5704.97,2589,37,184,2010-12-01 15:08:00,2011-12-08 10:39:00,154.1883783783784,1.0,United Kingdom
13470.0,165.0,100,2,7,2011-08-16 17:06:00,2011-09-01 14:57:00,82.5,1.0,United Kingdom
13471.0,2531.58,1590,4,214,2011-10-23 13:10:00,2011-12-08 15:44:00,632.895,1.0,United Kingdom
13473.0,422.64,266,2,21,2011-01-11 08:45:00,2011-10-10 11:20:00,211.32,1.0,United Kingdom
13474.0,229.59,132,1,59,2011-04-17 13:53:00,2011-04-17 13:53:00,229.59,1.0,United Kingdom
13475.0,1431.78,1012,4,64,2011-02-14 12:36:00,2011-06-01 13:52:00,357.945,1.0,United Kingdom
13476.0,1238.47,417,2,56,2011-03-03 14:43:00,2011-06-14 12:00:00,619.235,1.0,United Kingdom
13477.0,1454.58,1021,6,57,2011-02-21 12:29:00,2011-11-02 12:04:00,242.42999999999998,1.0,United Kingdom
13479.0,300.95,134,2,14,2011-04-19 11:27:00,2011-05-23 10:45:00,150.475,1.0,United Kingdom
13481.0,1804.56,1142,5,98,2011-03-28 09:07:00,2011-10-25 09:07:00,360.912,1.0,United Kingdom
13482.0,184.64,116,1,11,2011-04-21 17:03:00,2011-04-21 17:03:00,184.64,1.0,United Kingdom
13483.0,140.34,160,1,10,2011-10-05 11:53:00,2011-10-05 11:53:00,140.34,1.0,United Kingdom
13484.0,313.8,44,1,8,2011-04-12 16:30:00,2011-04-12 16:30:00,313.8,1.0,United Kingdom
13485.0,454.24,277,1,23,2011-04-20 13:58:00,2011-04-20 13:58:00,454.24,1.0,United Kingdom
13486.0,1122.41,669,3,69,2011-07-07 17:19:00,2011-09-22 13:13:00,374.1366666666667,1.0,United Kingdom
13487.0,575.4,265,3,26,2010-12-21 14:54:00,2011-10-13 12:07:00,191.79999999999998,1.0,United Kingdom
13488.0,8968.31,4518,13,271,2010-12-07 13:01:00,2011-11-22 14:41:00,689.87,1.0,United Kingdom
13489.0,449.52,560,4,11,2011-02-18 10:42:00,2011-08-26 13:16:00,112.38,1.0,United Kingdom
13491.0,1215.82,903,10,73,2010-12-02 14:30:00,2011-10-19 08:32:00,121.582,1.0,United Kingdom
13492.0,1269.84,408,3,38,2011-05-09 10:06:00,2011-07-26 14:25:00,423.28,1.0,Switzerland
13493.0,498.63,377,2,5,2011-02-25 16:42:00,2011-03-09 15:35:00,249.315,1.0,Switzerland
13494.0,316.26000000000005,162,1,18,2011-02-01 11:58:00,2011-02-01 11:58:00,316.26000000000005,1.0,United Kingdom
13495.0,2044.8700000000001,829,5,34,2010-12-06 15:14:00,2011-12-02 11:21:00,408.97400000000005,1.0,United Kingdom
13496.0,653.33,341,2,28,2010-12-15 10:17:00,2011-11-29 10:58:00,326.665,1.0,United Kingdom
13497.0,348.05,163,2,19,2010-12-06 11:37:00,2011-03-02 09:04:00,174.025,1.0,United Kingdom
13499.0,1159.11,1365,5,31,2011-03-15 08:52:00,2011-11-22 11:21:00,231.82199999999997,1.0,United Kingdom
13500.0,1166.77,609,3,60,2011-08-09 12:20:00,2011-11-16 15:35:00,388.92333333333335,1.0,United Kingdom
13501.0,1340.32,560,1,52,2011-02-24 18:59:00,2011-02-24 18:59:00,1340.32,1.0,Switzerland
13502.0,292.0,264,3,17,2011-01-20 09:03:00,2011-11-23 10:39:00,97.33333333333333,1.0,United Kingdom
13503.0,216.85,248,1,17,2011-09-29 13:23:00,2011-09-29 13:23:00,216.85,1.0,United Kingdom
13504.0,295.93,178,1,22,2011-10-06 13:20:00,2011-10-06 13:20:00,295.93,1.0,United Kingdom
13505.0,3633.63,2467,4,181,2011-04-21 12:07:00,2011-09-28 11:56:00,908.4075,11.0,Switzerland
13506.0,458.52,324,2,26,2010-12-05 12:15:00,2011-01-27 13:53:00,229.26,11.0,United Kingdom
13507.0,2479.16,1597,4,146,2011-07-17 11:50:00,2011-12-06 13:13:00,619.79,8.0,United Kingdom
13508.0,110.97,24,1,12,2011-04-10 11:58:00,2011-04-10 11:58:00,110.97,8.0,United Kingdom
13509.0,964.72,1105,6,26,2011-02-28 13:27:00,2011-12-01 10:10:00,160.78666666666666,8.0,United Kingdom
13510.0,1791.56,1386,4,86,2011-06-09 09:32:00,2011-12-08 13:46:00,447.89,8.0,United Kingdom
13512.0,251.21,143,1,15,2011-03-24 10:03:00,2011-03-24 10:03:00,251.21,8.0,United Kingdom
13513.0,205.1,109,1,10,2011-08-05 11:50:00,2011-08-05 11:50:00,205.1,8.0,United Kingdom
13514.0,152.20000000000002,40,1,4,2011-09-27 09:39:00,2011-09-27 09:39:00,152.20000000000002,8.0,United Kingdom
13515.0,891.12,681,4,50,2011-04-06 10:33:00,2011-09-28 11:26:00,222.78,8.0,United Kingdom
13516.0,1389.41,985,3,43,2011-04-15 11:06:00,2011-11-18 13:15:00,463.1366666666667,8.0,United Kingdom
13517.0,2128.42,1369,3,125,2011-06-13 08:44:00,2011-10-11 11:43:00,709.4733333333334,8.0,United Kingdom
13518.0,659.4399999999999,392,1,36,2011-09-15 10:29:00,2011-09-15 10:29:00,659.4399999999999,8.0,United Kingdom
13519.0,122.75,23,1,8,2011-09-22 18:24:00,2011-09-22 18:24:00,122.75,8.0,United Kingdom
13520.0,2984.35,1633,6,48,2010-12-03 10:36:00,2011-10-12 10:20:00,497.39166666666665,8.0,Switzerland
13521.0,1092.39,733,3,312,2011-11-29 15:09:00,2011-12-08 13:50:00,364.13000000000005,8.0,United Kingdom
13522.0,125.80000000000001,44,1,5,2011-11-09 15:11:00,2011-11-09 15:11:00,125.80000000000001,2.0,United Kingdom
13523.0,3964.88,1752,5,157,2010-12-08 14:22:00,2011-11-06 15:11:00,792.976,2.0,United Kingdom
13524.0,680.1800000000001,324,5,17,2011-05-04 12:26:00,2011-10-30 12:34:00,136.036,2.0,United Kingdom
13525.0,628.78,394,2,5,2011-04-05 15:36:00,2011-11-25 12:01:00,314.39,2.0,United Kingdom
13527.0,2287.51,1692,7,153,2011-01-17 11:17:00,2011-11-06 12:04:00,326.7871428571429,2.0,United Kingdom
13529.0,307.76,74,2,15,2011-05-19 11:50:00,2011-09-22 09:15:00,153.88,2.0,United Kingdom
13531.0,483.8,174,2,17,2010-12-08 15:03:00,2011-05-18 16:56:00,241.9,2.0,United Kingdom
13532.0,210.31,129,1,66,2011-11-06 12:25:00,2011-11-06 12:25:00,210.31,2.0,United Kingdom
13533.0,270.79,204,3,61,2011-03-17 12:47:00,2011-06-10 11:54:00,90.26333333333334,2.0,United Kingdom
13534.0,5870.08,2961,25,119,2010-12-16 15:23:00,2011-12-07 14:52:00,234.8032,2.0,United Kingdom
13536.0,3448.29,2136,7,91,2011-09-25 13:30:00,2011-12-08 16:38:00,492.61285714285714,2.0,United Kingdom
13538.0,1280.85,175,7,10,2011-01-28 10:40:00,2011-10-27 16:34:00,182.97857142857143,2.0,United Kingdom
13539.0,631.34,320,3,35,2011-02-03 15:23:00,2011-09-15 10:18:00,210.4466666666667,2.0,United Kingdom
13544.0,291.41,127,2,76,2011-04-13 12:09:00,2011-10-31 11:57:00,145.705,2.0,United Kingdom
13546.0,626.99,359,3,72,2011-05-23 12:14:00,2011-11-27 14:50:00,208.99666666666667,2.0,United Kingdom
13548.0,682.41,441,2,114,2011-04-10 11:35:00,2011-09-04 14:50:00,341.205,2.0,United Kingdom
13549.0,918.2,458,7,37,2011-04-11 13:42:00,2011-11-14 09:20:00,131.17142857142858,2.0,United Kingdom
13551.0,91.80000000000001,12,1,4,2011-01-24 14:46:00,2011-01-24 14:46:00,91.80000000000001,2.0,United Kingdom
13552.0,3740.07,1417,12,82,2011-01-28 10:10:00,2011-10-04 15:19:00,311.6725,2.0,United Kingdom
13555.0,4149.28,2660,4,128,2011-05-22 11:06:00,2011-09-27 12:36:00,1037.32,2.0,United Kingdom
13557.0,584.06,546,2,31,2011-03-04 12:14:00,2011-11-11 15:24:00,292.03,2.0,United Kingdom
13558.0,605.06,344,4,123,2011-10-02 13:01:00,2011-12-04 11:24:00,151.265,2.0,United Kingdom
13560.0,174.37,64,1,32,2011-12-02 13:11:00,2011-12-02 13:11:00,174.37,2.0,United Kingdom
13561.0,141.85999999999999,83,1,14,2011-05-08 12:39:00,2011-05-08 12:39:00,141.85999999999999,2.0,United Kingdom
13562.0,1799.33,757,3,50,2011-04-08 12:42:00,2011-09-19 10:51:00,599.7766666666666,2.0,United Kingdom
13563.0,777.53,209,2,49,2011-07-22 17:21:00,2011-09-16 14:45:00,388.765,2.0,United Kingdom
13564.0,1198.38,660,2,67,2010-12-06 17:26:00,2010-12-20 16:50:00,599.19,2.0,United Kingdom
13565.0,240.22,172,2,35,2011-01-09 14:28:00,2011-11-20 14:33:00,120.11,2.0,United Kingdom
13566.0,874.71,575,2,134,2011-09-18 12:40:00,2011-10-30 11:59:00,437.355,2.0,United Kingdom
13568.0,192.85,70,1,41,2011-06-19 14:42:00,2011-06-19 14:42:00,192.85,2.0,United Kingdom
13569.0,372.25,163,2,72,2010-12-07 12:29:00,2011-11-22 13:07:00,186.125,2.0,United Kingdom
13570.0,239.49,161,1,27,2011-04-10 13:36:00,2011-04-10 13:36:00,239.49,2.0,United Kingdom
13571.0,2092.32,1759,12,157,2011-03-31 12:43:00,2011-11-27 10:47:00,174.36,2.0,United Kingdom
13572.0,1384.25,534,1,32,2011-05-18 11:59:00,2011-05-18 11:59:00,1384.25,2.0,United Kingdom
13573.0,294.4,303,2,24,2011-03-31 14:47:00,2011-10-20 14:33:00,147.2,2.0,United Kingdom
13575.0,732.0699999999999,449,5,41,2011-06-16 14:24:00,2011-11-16 13:14:00,146.414,8.0,United Kingdom
13576.0,6717.34,2646,18,78,2010-12-01 17:24:00,2011-11-29 15:34:00,373.18555555555554,8.0,United Kingdom
13577.0,1687.6000000000001,791,4,61,2011-04-12 10:33:00,2011-11-14 15:19:00,421.90000000000003,8.0,United Kingdom
13579.0,467.04,176,2,19,2010-12-05 16:10:00,2011-11-25 08:41:00,233.52,8.0,United Kingdom
13581.0,118.0,30,1,10,2011-02-03 14:41:00,2011-02-03 14:41:00,118.0,8.0,United Kingdom
13583.0,781.03,725,1,53,2011-07-07 10:40:00,2011-07-07 10:40:00,781.03,8.0,United Kingdom
13584.0,142.4,37,1,24,2011-02-06 12:49:00,2011-02-06 12:49:00,142.4,8.0,United Kingdom
13587.0,712.4,180,1,8,2011-10-07 12:31:00,2011-10-07 12:31:00,712.4,8.0,United Kingdom
13588.0,2478.95,2606,9,131,2011-03-29 15:53:00,2011-11-24 10:42:00,275.43888888888887,8.0,United Kingdom
13589.0,379.65,114,2,21,2011-06-13 12:44:00,2011-11-25 12:10:00,189.825,8.0,United Kingdom
13590.0,1981.92,1848,6,70,2011-02-09 13:25:00,2011-11-28 12:54:00,330.32,8.0,United Kingdom
13591.0,1117.13,485,3,56,2011-03-18 12:18:00,2011-10-06 12:26:00,372.3766666666667,8.0,United Kingdom
13592.0,247.95999999999998,84,4,15,2011-03-20 14:01:00,2011-11-04 09:49:00,61.989999999999995,8.0,United Kingdom
13593.0,2037.0800000000002,731,5,77,2011-01-07 16:32:00,2011-08-23 13:35:00,407.41600000000005,8.0,United Kingdom
13594.0,396.97,359,1,26,2011-10-18 10:19:00,2011-10-18 10:19:00,396.97,8.0,United Kingdom
13596.0,697.04,406,2,133,2011-11-27 11:57:00,2011-12-04 12:01:00,348.52,2.0,United Kingdom
13598.0,180.17000000000002,58,1,33,2011-10-23 14:28:00,2011-10-23 14:28:00,180.17000000000002,2.0,United Kingdom
13599.0,5153.67,3294,21,171,2010-12-08 10:11:00,2011-12-08 16:10:00,245.41285714285715,2.0,United Kingdom
13600.0,219.52,324,1,19,2011-01-31 15:27:00,2011-01-31 15:27:00,219.52,2.0,United Kingdom
13601.0,693.32,548,2,90,2011-05-12 16:52:00,2011-10-25 17:31:00,346.66,2.0,United Kingdom
13602.0,428.89,267,1,23,2011-10-06 11:47:00,2011-10-06 11:47:00,428.89,2.0,United Kingdom
13603.0,164.34,164,1,27,2011-11-13 15:57:00,2011-11-13 15:57:00,164.34,2.0,United Kingdom
13606.0,280.53999999999996,279,3,40,2011-02-01 11:42:00,2011-11-10 17:46:00,93.51333333333332,,United Kingdom
13607.0,678.01,290,1,93,2011-10-30 16:17:00,2011-10-30 16:17:00,678.01,2.0,United Kingdom
13610.0,1131.88,516,7,165,2011-02-27 14:44:00,2011-11-27 15:38:00,161.69714285714286,2.0,United Kingdom
13611.0,1171.8,766,3,67,2010-12-15 10:31:00,2011-09-11 14:51:00,390.59999999999997,2.0,United Kingdom
13614.0,1610.46,570,4,171,2011-01-13 12:37:00,2011-11-15 14:47:00,402.615,2.0,United Kingdom
13615.0,417.69,189,1,23,2011-01-25 08:21:00,2011-01-25 08:21:00,417.69,2.0,United Kingdom
13617.0,544.18,300,3,31,2011-06-12 12:55:00,2011-10-30 13:50:00,181.39333333333332,1.0,United Kingdom
13618.0,177.34,246,1,13,2011-06-19 11:09:00,2011-06-19 11:09:00,177.34,1.0,United Kingdom
13621.0,213.85,343,1,19,2011-08-15 08:26:00,2011-08-15 08:26:00,213.85,1.0,United Kingdom
13623.0,747.78,294,5,75,2011-02-15 13:08:00,2011-11-09 12:00:00,149.55599999999998,1.0,United Kingdom
13626.0,257.23,209,1,19,2011-04-01 10:05:00,2011-04-01 10:05:00,257.23,1.0,United Kingdom
13627.0,1638.47,1269,5,84,2010-12-17 09:52:00,2011-10-11 14:20:00,327.694,1.0,United Kingdom
13629.0,7792.36,4372,11,28,2011-01-05 12:09:00,2011-11-16 13:21:00,708.3963636363636,1.0,United Kingdom
13630.0,2031.78,1391,7,51,2011-02-27 12:49:00,2011-12-04 15:16:00,290.2542857142857,1.0,United Kingdom
13631.0,3070.42,467,11,6,2011-03-17 17:13:00,2011-09-01 09:57:00,279.1290909090909,1.0,United Kingdom
13632.0,2121.27,1037,5,121,2011-04-10 15:07:00,2011-11-15 10:51:00,424.254,1.0,United Kingdom
13634.0,1575.16,704,5,156,2011-01-16 15:30:00,2011-11-06 13:40:00,315.03200000000004,1.0,United Kingdom
13635.0,1071.03,677,1,62,2011-10-03 10:55:00,2011-10-03 10:55:00,1071.03,1.0,United Kingdom
13636.0,949.12,592,5,57,2011-02-27 14:29:00,2011-11-03 10:30:00,189.824,1.0,United Kingdom
13637.0,809.25,408,3,78,2011-04-27 13:06:00,2011-10-18 13:32:00,269.75,1.0,United Kingdom
13638.0,122.64,93,1,8,2011-11-24 10:38:00,2011-11-24 10:38:00,122.64,1.0,United Kingdom
13639.0,1033.34,800,1,39,2011-09-26 13:36:00,2011-09-26 13:36:00,1033.34,1.0,United Kingdom
13642.0,354.8,173,1,57,2011-05-08 12:34:00,2011-05-08 12:34:00,354.8,1.0,United Kingdom
13643.0,519.44,273,3,24,2011-06-07 11:40:00,2011-11-08 15:37:00,173.14666666666668,1.0,United Kingdom
13644.0,2624.26,2067,4,144,2011-08-26 11:53:00,2011-11-23 14:07:00,656.065,1.0,United Kingdom
13645.0,252.1,158,1,5,2011-08-11 16:11:00,2011-08-11 16:11:00,252.1,1.0,United Kingdom
13647.0,1678.1200000000001,895,4,65,2011-04-19 09:49:00,2011-11-30 12:00:00,419.53000000000003,1.0,United Kingdom
13649.0,346.6,139,2,23,2010-12-08 14:46:00,2011-03-28 11:51:00,173.3,1.0,United Kingdom
13650.0,1836.34,922,6,79,2011-03-17 12:37:00,2011-11-23 12:22:00,306.0566666666667,1.0,United Kingdom
13651.0,94.2,33,2,6,2011-10-31 12:11:00,2011-11-04 14:59:00,47.1,1.0,United Kingdom
13652.0,1095.08,578,3,48,2010-12-06 09:21:00,2011-10-25 08:51:00,365.02666666666664,1.0,United Kingdom
13654.0,2707.33,2182,6,157,2011-03-11 12:54:00,2011-10-27 16:24:00,451.22166666666664,1.0,United Kingdom
13655.0,932.97,605,2,52,2011-04-12 09:53:00,2011-08-17 14:25:00,466.485,1.0,United Kingdom
13656.0,379.65,490,2,49,2011-01-06 15:42:00,2011-06-28 10:31:00,189.825,1.0,United Kingdom
13657.0,382.14,209,2,16,2011-05-22 12:35:00,2011-11-29 12:32:00,191.07,1.0,United Kingdom
13658.0,2639.17,1019,5,91,2011-05-19 17:15:00,2011-11-30 10:13:00,527.8340000000001,1.0,United Kingdom
13659.0,1573.2,894,2,92,2011-01-23 12:08:00,2011-05-18 12:37:00,786.6,1.0,United Kingdom
13662.0,897.76,543,3,50,2011-03-25 13:23:00,2011-09-15 12:04:00,299.25333333333333,1.0,United Kingdom
13663.0,189.47,91,1,13,2011-06-13 15:44:00,2011-06-13 15:44:00,189.47,1.0,United Kingdom
13666.0,84.65,41,3,12,2011-02-25 13:05:00,2011-10-10 15:39:00,28.21666666666667,1.0,United Kingdom
13667.0,305.02,154,1,82,2011-07-13 15:42:00,2011-07-13 15:42:00,305.02,1.0,United Kingdom
13668.0,6363.59,3742,21,284,2010-12-12 12:35:00,2011-12-07 12:11:00,303.02809523809526,1.0,United Kingdom
13669.0,218.55,237,2,9,2011-07-13 11:44:00,2011-10-20 09:32:00,109.275,1.0,United Kingdom
13670.0,349.7,282,1,25,2011-09-25 15:25:00,2011-09-25 15:25:00,349.7,1.0,United Kingdom
13672.0,186.39000000000001,57,2,4,2011-01-11 13:54:00,2011-02-11 13:53:00,93.19500000000001,1.0,United Kingdom
13673.0,396.92,119,2,47,2011-11-07 15:40:00,2011-11-21 12:11:00,198.46,1.0,United Kingdom
13675.0,486.82000000000005,330,2,25,2011-02-28 12:14:00,2011-07-11 12:57:00,243.41000000000003,1.0,United Kingdom
13678.0,232.6,924,1,16,2011-07-11 10:14:00,2011-07-11 10:14:00,232.6,1.0,United Kingdom
13680.0,3722.42,1936,4,164,2011-01-04 14:12:00,2011-12-08 13:47:00,930.605,1.0,United Kingdom
13681.0,827.83,360,4,37,2011-07-07 15:21:00,2011-11-22 11:13:00,206.9575,1.0,United Kingdom
13682.0,59.5,10,1,3,2011-06-05 14:06:00,2011-06-05 14:06:00,59.5,1.0,United Kingdom
13684.0,67.23,39,1,29,2011-02-27 10:13:00,2011-02-27 10:13:00,67.23,1.0,United Kingdom
13685.0,3119.44,5056,7,29,2011-10-10 12:59:00,2011-12-07 11:41:00,445.63428571428574,1.0,United Kingdom
13686.0,72.0,70,1,8,2011-06-10 09:10:00,2011-06-10 09:10:00,72.0,1.0,United Kingdom
13689.0,910.0,512,1,6,2011-10-07 13:21:00,2011-10-07 13:21:00,910.0,1.0,United Kingdom
13690.0,172.25,67,1,9,2011-10-11 15:03:00,2011-10-11 15:03:00,172.25,1.0,United Kingdom
13692.0,1488.32,1226,3,48,2011-04-17 12:57:00,2011-11-15 11:17:00,496.1066666666666,1.0,United Kingdom
13694.0,65039.62,63312,50,366,2010-12-01 12:12:00,2011-12-06 09:32:00,1300.7924,1.0,United Kingdom
13695.0,2504.13,1603,15,46,2011-03-25 11:31:00,2011-11-08 14:26:00,166.942,1.0,United Kingdom
13697.0,151.29999999999998,177,1,12,2011-11-01 09:14:00,2011-11-01 09:14:00,151.29999999999998,1.0,United Kingdom
13699.0,308.58000000000004,66,1,14,2011-07-07 16:51:00,2011-07-07 16:51:00,308.58000000000004,1.0,United Kingdom
13700.0,2265.12,2304,10,139,2011-01-16 13:18:00,2011-11-13 13:00:00,226.512,1.0,United Kingdom
13703.0,99.5,10,1,1,2011-01-25 13:10:00,2011-01-25 13:10:00,99.5,1.0,United Kingdom
13704.0,2308.06,1531,9,111,2011-09-12 14:40:00,2011-12-04 15:13:00,256.4511111111111,1.0,United Kingdom
13705.0,711.86,363,3,25,2010-12-01 10:29:00,2011-12-02 12:32:00,237.28666666666666,1.0,United Kingdom
13706.0,330.79,189,1,20,2011-02-10 09:21:00,2011-02-10 09:21:00,330.79,1.0,United Kingdom
13707.0,806.41,351,2,48,2011-01-28 13:27:00,2011-03-17 18:03:00,403.205,1.0,United Kingdom
13708.0,294.88,305,1,48,2011-03-13 13:46:00,2011-03-13 13:46:00,294.88,1.0,United Kingdom
13709.0,6328.05,3516,13,244,2011-01-28 14:57:00,2011-12-06 10:28:00,486.7730769230769,1.0,United Kingdom
13710.0,180.48,176,1,8,2011-11-08 08:16:00,2011-11-08 08:16:00,180.48,1.0,United Kingdom
13711.0,252.06,140,2,11,2011-05-05 10:29:00,2011-05-05 10:31:00,126.03,1.0,United Kingdom
13712.0,228.84,352,1,10,2011-04-07 12:33:00,2011-04-07 12:33:00,228.84,1.0,United Kingdom
13715.0,1079.34,563,5,89,2010-12-02 08:52:00,2011-03-03 19:21:00,215.868,1.0,United Kingdom
13716.0,138.28,138,1,21,2011-03-15 13:49:00,2011-03-15 13:49:00,138.28,1.0,United Kingdom
13717.0,1445.01,1959,6,92,2011-02-14 13:21:00,2011-11-07 14:13:00,240.835,1.0,United Kingdom
13718.0,306.55,173,2,9,2011-02-17 11:58:00,2011-04-07 13:24:00,153.275,1.0,United Kingdom
13719.0,1041.68,609,5,56,2011-04-19 13:56:00,2011-11-24 15:26:00,208.336,1.0,United Kingdom
13720.0,799.9,501,4,42,2011-03-30 09:17:00,2011-08-15 12:46:00,199.975,13.0,United Kingdom
13721.0,524.14,316,1,28,2011-11-03 14:05:00,2011-11-03 14:05:00,524.14,2.0,United Kingdom
13722.0,2375.41,1401,3,75,2011-03-02 11:43:00,2011-07-31 12:44:00,791.8033333333333,2.0,United Kingdom
13723.0,199.85000000000002,43,1,6,2011-05-06 17:04:00,2011-05-06 17:04:00,199.85000000000002,2.0,United Kingdom
13725.0,1980.56,806,8,95,2011-02-04 12:18:00,2011-10-21 10:03:00,247.57,2.0,United Kingdom
13726.0,1079.6599999999999,1054,2,39,2011-08-31 11:06:00,2011-11-01 10:49:00,539.8299999999999,2.0,United Kingdom
13727.0,333.48,162,2,19,2011-11-06 12:16:00,2011-11-11 09:46:00,166.74,2.0,United Kingdom
13728.0,1016.14,458,6,38,2011-02-02 12:09:00,2011-11-03 10:49:00,169.35666666666665,2.0,United Kingdom
13730.0,752.6,488,2,38,2011-07-01 12:47:00,2011-07-27 08:35:00,376.3,2.0,United Kingdom
13731.0,610.59,278,2,36,2011-04-07 10:10:00,2011-05-04 14:33:00,305.295,2.0,United Kingdom
13732.0,491.86,498,1,33,2011-11-11 15:49:00,2011-11-11 15:49:00,491.86,2.0,United Kingdom
13735.0,2885.2400000000002,1130,4,158,2011-04-19 13:49:00,2011-11-15 11:14:00,721.3100000000001,2.0,United Kingdom
13736.0,731.9,497,2,166,2011-03-24 13:04:00,2011-12-04 15:19:00,365.95,2.0,United Kingdom
13737.0,339.59999999999997,125,1,29,2011-05-23 16:32:00,2011-05-23 16:32:00,339.59999999999997,2.0,United Kingdom
13739.0,216.9,54,1,3,2011-11-21 13:35:00,2011-11-21 13:35:00,216.9,2.0,United Kingdom
13740.0,350.75,425,1,23,2011-04-13 10:32:00,2011-04-13 10:32:00,350.75,2.0,United Kingdom
13741.0,668.4300000000001,218,3,34,2011-05-06 13:43:00,2011-09-29 09:19:00,222.81000000000003,2.0,United Kingdom
13742.0,3131.02,1124,12,200,2011-01-23 14:59:00,2011-11-23 11:07:00,260.91833333333335,2.0,United Kingdom
13743.0,1341.6,1776,7,8,2011-03-25 14:46:00,2011-12-07 10:09:00,191.65714285714284,2.0,United Kingdom
13744.0,1156.36,1249,2,54,2011-02-20 14:08:00,2011-09-05 15:19:00,578.18,2.0,United Kingdom
13745.0,300.04,496,1,25,2011-06-30 16:43:00,2011-06-30 16:43:00,300.04,2.0,United Kingdom
13747.0,79.6,8,1,1,2010-12-01 10:37:00,2010-12-01 10:37:00,79.6,2.0,United Kingdom
13748.0,948.25,439,5,24,2010-12-01 09:00:00,2011-09-05 09:45:00,189.65,2.0,United Kingdom
13750.0,1647.26,516,5,20,2011-01-07 11:49:00,2011-10-17 12:16:00,329.452,2.0,United Kingdom
13751.0,296.25,152,1,9,2011-02-24 15:56:00,2011-02-24 15:56:00,296.25,2.0,United Kingdom
13752.0,1186.28,876,6,64,2011-04-07 12:04:00,2011-08-07 14:16:00,197.71333333333334,2.0,United Kingdom
13753.0,741.26,512,1,35,2011-02-25 12:48:00,2011-02-25 12:48:00,741.26,2.0,United Kingdom
13754.0,282.59999999999997,214,2,11,2011-01-26 14:58:00,2011-07-11 11:51:00,141.29999999999998,2.0,United Kingdom
13755.0,2161.35,1264,9,232,2011-10-07 15:45:00,2011-12-06 12:26:00,240.14999999999998,2.0,United Kingdom
13756.0,5189.52,3188,14,66,2010-12-07 11:41:00,2011-12-07 16:44:00,370.68,2.0,United Kingdom
13758.0,3190.55,1844,7,104,2010-12-01 12:08:00,2011-11-28 11:11:00,455.79285714285714,2.0,United Kingdom
13759.0,659.4100000000001,287,2,24,2011-09-29 15:40:00,2011-11-06 14:47:00,329.70500000000004,2.0,United Kingdom
13760.0,286.79,197,2,50,2011-03-28 12:52:00,2011-10-16 16:13:00,143.395,2.0,United Kingdom
13761.0,1070.65,642,2,68,2011-06-13 08:43:00,2011-10-20 14:01:00,535.325,2.0,United Kingdom
13762.0,306.72,272,1,7,2011-05-05 09:15:00,2011-05-05 09:15:00,306.72,2.0,United Kingdom
13763.0,1714.96,728,1,15,2011-10-07 15:13:00,2011-10-07 15:13:00,1714.96,2.0,United Kingdom
13764.0,1518.76,929,3,182,2011-01-06 14:53:00,2011-09-30 12:03:00,506.25333333333333,2.0,United Kingdom
13767.0,17220.36,7322,37,55,2010-12-01 10:47:00,2011-12-07 15:00:00,465.41513513513513,2.0,United Kingdom
13769.0,2796.51,1163,10,73,2010-12-07 13:28:00,2011-12-07 15:08:00,279.651,2.0,United Kingdom
13771.0,2634.45,1477,4,114,2011-04-06 15:47:00,2011-10-06 14:18:00,658.6125,2.0,United Kingdom
13772.0,1132.13,546,3,141,2011-04-14 12:31:00,2011-11-06 11:43:00,377.3766666666667,2.0,United Kingdom
13774.0,345.0,192,1,22,2011-09-19 12:06:00,2011-09-19 12:06:00,345.0,2.0,United Kingdom
13777.0,25977.16,12897,33,36,2010-12-01 16:01:00,2011-12-09 12:25:00,787.1866666666666,2.0,United Kingdom
13778.0,178.7,70,1,9,2011-08-28 15:25:00,2011-08-28 15:25:00,178.7,2.0,United Kingdom
13780.0,360.01,318,2,56,2011-06-22 11:43:00,2011-12-02 13:49:00,180.005,2.0,United Kingdom
13781.0,127.84,30,1,17,2011-04-03 12:08:00,2011-04-03 12:08:00,127.84,2.0,United Kingdom
13782.0,912.0,371,6,96,2011-01-16 11:08:00,2011-11-27 11:54:00,152.0,2.0,United Kingdom
13784.0,2462.79,2493,11,9,2011-01-11 14:38:00,2011-11-30 09:33:00,223.89,2.0,United Kingdom
