StockCode,NewDescription,TotalSales,TotalVolume,UnitPrice,CustomerInteraction,CountryChannels,FirstPurchasedDate,LastPurchasedDate
21476,STEEL SWEETHEART ROUND TABLE CREAM,699.63,41,18.561666666666664,14,1,2011-01-25 14:33:00,2011-10-19 13:58:00
21479,WHITE SKULL HOT WATER BOTTLE ,20594.45,3918,4.98103313840156,252,9,2010-12-01 10:52:00,2011-12-09 11:56:00
21481,FAWN BLUE HOT WATER BOTTLE,11466.37,3313,4.10219801980198,253,15,2010-12-01 12:08:00,2011-12-09 11:59:00
21484,CHICK GREY HOT WATER BOTTLE,8535.52,1881,5.161909307875895,205,8,2010-12-01 10:47:00,2011-12-09 10:23:00
21485,RETROSPOT HEART HOT WATER BOTTLE,17708.53,3533,5.629412673879443,371,15,2010-12-01 10:19:00,2011-12-09 11:26:00
21486,PINK HEART DOTS HOT WATER BOTTLE,147.88,36,4.042727272727273,4,1,2010-12-01 12:43:00,2010-12-07 18:36:00
21488,RED WHITE SCARF  HOT WATER BOTTLE,566.1700000000001,69,7.61125,2,1,2010-12-01 12:35:00,2011-03-01 09:55:00
21491,SET OF THREE VINTAGE GIFT WRAPS,1.95,1,1.95,0,1,2010-12-16 17:31:00,2010-12-16 17:31:00
21494,ROTATING LEAVES T-LIGHT HOLDER,3578.83,1934,2.5840186915887853,79,7,2010-12-01 11:58:00,2011-12-09 10:26:00
21495,SKULLS AND CROSSBONES WRAP,2356.0,5800,0.41769696969696973,102,5,2010-12-01 14:41:00,2011-12-08 15:03:00
21497,FANCY FONTS BIRTHDAY WRAP,3430.0,8600,0.4182758620689655,177,10,2010-12-01 13:23:00,2011-12-09 12:16:00
21498,RED RETROSPOT WRAP ,4322.42,10551,0.4180415430267062,238,14,2010-12-01 13:23:00,2011-12-08 15:03:00
21499,BLUE POLKADOT WRAP,2819.84,6952,0.41697247706422014,175,16,2010-12-02 15:19:00,2011-12-08 12:29:00
21500,PINK POLKADOT WRAP ,2593.0,6350,0.4169014084507042,162,15,2010-12-02 15:00:00,2011-12-05 09:03:00
21503,TOYBOX  WRAP ,288.92,726,0.4165217391304348,22,5,2010-12-19 14:41:00,2011-11-30 16:43:00
21504,SKULLS GREETING CARD,788.97,1915,0.4847413793103448,74,2,2010-12-02 13:14:00,2011-12-07 13:46:00
21506,"FANCY FONT BIRTHDAY CARD, ",2101.0099999999998,4958,0.5091411042944785,171,9,2010-12-01 10:39:00,2011-12-09 12:16:00
21507,"ELEPHANT, BIRTHDAY CARD, ",1425.28,3332,0.5302661596958175,139,10,2010-12-01 14:32:00,2011-12-09 12:16:00
21508,VINTAGE KID DOLLY CARD ,1046.98,2490,0.5545327102803739,108,11,2010-12-02 15:19:00,2011-12-09 10:03:00
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,1572.28,3741,0.5317883211678832,142,8,2010-12-01 16:21:00,2011-12-09 10:03:00
21518,BANK ACCOUNT  GREETING  CARD ,132.44,318,0.47526315789473683,16,3,2010-12-02 10:39:00,2011-07-12 16:11:00
21519,GIN & TONIC DIET GREETING CARD ,1389.22,3299,0.510609756097561,100,6,2010-12-01 13:23:00,2011-12-08 17:12:00
21520,BOOZE & WOMEN GREETING CARD ,214.19,504,0.5127586206896552,29,4,2010-12-01 13:24:00,2011-12-05 17:28:00
21523,DOORMAT FANCY FONT HOME SWEET HOME,21601.69,3246,9.511709741550696,203,9,2010-12-01 09:41:00,2011-12-09 10:26:00
21524,DOORMAT SPOTTY HOME SWEET HOME,13612.41,1757,9.192880658436213,251,16,2010-12-01 13:54:00,2011-12-08 20:01:00
21527,RED RETROSPOT TRADITIONAL TEAPOT ,3756.79,481,8.510268456375838,95,7,2010-12-02 11:41:00,2011-05-15 16:02:00
21528,DAIRY MAID TRADITIONAL TEAPOT ,1578.42,218,7.684912280701755,62,4,2010-12-02 19:18:00,2011-12-09 10:03:00
21530,DAIRY MAID TOASTRACK,769.57,777,1.614952380952381,64,3,2010-12-02 19:18:00,2011-12-08 16:30:00
21531,RED RETROSPOT SUGAR JAM BOWL,3692.37,1520,2.8972222222222217,143,10,2010-12-02 18:08:00,2011-12-07 08:03:00
21533,RETROSPOT LARGE MILK JUG,6701.22,1361,5.293200000000001,209,11,2010-12-01 09:41:00,2011-12-09 08:48:00
21534,DAIRY MAID LARGE MILK JUG,1908.88,376,5.440740740740741,94,3,2010-12-06 10:08:00,2011-12-07 11:42:00
21535,RED RETROSPOT SMALL MILK JUG,6011.51,2497,2.755014164305949,204,9,2010-12-09 14:25:00,2011-12-08 17:24:00
21537,RED RETROSPOT PUDDING BOWL,1392.21,333,4.500322580645161,50,9,2010-12-01 17:06:00,2011-12-07 08:45:00
21538,DAIRY MAID  PUDDING BOWL,18.75,5,3.75,2,1,2010-12-02 11:41:00,2010-12-09 13:34:00
21539,RED RETROSPOT BUTTER DISH,4758.75,972,5.470206611570248,123,8,2010-12-02 15:18:00,2011-11-01 14:54:00
21544,SKULLS  WATER TRANSFER TATTOOS ,1690.23,1975,1.1148863636363637,80,7,2010-12-01 11:41:00,2011-12-09 10:03:00
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,253.53000000000003,79,3.7117391304347827,13,2,2010-12-01 17:06:00,2011-03-22 13:11:00
21555,CERAMIC STRAWBERRY TRINKET TRAY,350.46999999999997,137,2.590869565217391,11,6,2010-12-05 11:57:00,2011-12-06 16:26:00
21556,CERAMIC STRAWBERRY MONEY BOX,2515.52,977,3.316695652173913,38,7,2010-12-01 12:08:00,2011-11-23 12:20:00
21557,SET OF 6 FUNKY BEAKERS,1843.6100000000001,551,4.164846625766871,26,4,2010-12-01 09:41:00,2011-12-09 10:26:00
21558,SKULL LUNCH BOX WITH CUTLERY ,5568.07,2138,3.362624113475177,167,11,2010-12-03 11:28:00,2011-12-09 10:26:00
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,9748.13,3938,3.125494880546075,233,16,2010-12-01 09:37:00,2011-12-09 10:13:00
21561,DINOSAUR LUNCH BOX WITH CUTLERY,3127.38,1281,3.0350467289719627,116,11,2010-12-02 12:28:00,2011-12-08 16:30:00
21562,HAWAIIAN GRASS SKIRT ,380.36,324,1.4353571428571428,20,3,2010-12-10 09:33:00,2011-11-21 12:53:00
21563,RED HEART SHAPE LOVE BUCKET ,2803.13,1395,3.200062893081761,95,7,2010-12-01 14:32:00,2011-12-09 10:46:00
21564,PINK  HEART SHAPE LOVE BUCKET ,1831.6200000000001,1042,3.216341463414634,63,7,2010-12-01 14:32:00,2011-12-09 10:46:00
21576,LETS GO SHOPPING COTTON TOTE BAG,585.34,252,2.5892307692307694,40,8,2010-12-01 14:05:00,2011-12-08 11:25:00
21577,SAVE THE PLANET COTTON TOTE BAG,1664.8999999999999,720,2.7186285714285714,94,12,2010-12-01 12:31:00,2011-12-08 16:30:00
21578,WOODLAND DESIGN  COTTON TOTE BAG,1664.51,749,2.5789147286821708,68,15,2010-12-02 15:46:00,2011-12-05 11:48:00
21579,LOLITA  DESIGN  COTTON TOTE BAG,414.22,178,2.5615384615384613,30,8,2010-12-01 14:05:00,2011-12-06 12:19:00
21580,RABBIT  DESIGN  COTTON TOTE BAG,444.07,181,2.890483870967742,21,5,2010-12-05 13:21:00,2011-12-08 09:20:00
21581,SKULLS  DESIGN  COTTON TOTE BAG,590.67,252,2.8841772151898732,33,5,2010-12-02 15:46:00,2011-12-08 10:53:00
21584,RETROSPOT SMALL TUBE MATCHES,1754.8999999999999,1066,1.6487421383647798,119,6,2010-12-01 12:23:00,2011-12-07 12:21:00
21586,KINGS CHOICE GIANT TUBE MATCHES,1721.85,743,2.5029850746268654,54,2,2010-12-01 12:15:00,2011-11-07 11:16:00
21587,COSY HOUR GIANT TUBE MATCHES,480.75,197,2.5349999999999997,25,2,2010-12-01 11:21:00,2011-10-18 10:53:00
21588,RETROSPOT GIANT TUBE MATCHES,3450.15,1497,2.527173913043478,99,4,2010-12-01 12:43:00,2011-12-08 11:43:00
21591,COSY HOUR CIGAR BOX MATCHES ,2001.1399999999999,1378,1.2596178343949045,114,6,2010-12-01 12:15:00,2011-12-09 11:34:00
21592,RETROSPOT CIGAR BOX MATCHES ,2164.46,2162,1.132943722943723,156,6,2010-12-01 11:21:00,2011-12-08 14:39:00
21594,Dr. Jam's Arouzer Stress Ball,8.34,2,4.17,0,1,2010-12-01 17:06:00,2011-01-14 14:06:00
21595,Dad's Cab Electronic Meter,16.94,2,8.47,0,1,2010-12-06 16:57:00,2010-12-07 15:28:00
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,2089.64,764,3.0351282051282054,59,2,2010-12-01 11:45:00,2011-08-30 14:09:00
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,661.9300000000001,227,3.1461904761904766,37,1,2010-12-05 16:24:00,2011-10-27 13:33:00
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,153.29000000000002,51,3.2655555555555558,7,1,2011-03-31 16:43:00,2011-05-31 10:43:00
21615,4 LAVENDER BOTANICAL DINNER CANDLES,1349.17,892,2.0180575539568344,86,6,2010-12-09 12:20:00,2011-12-09 10:03:00
21616,4 PEAR BOTANICAL DINNER CANDLES,1288.34,822,1.964507042253521,84,6,2010-12-05 15:12:00,2011-12-09 10:03:00
21617,4 LILY  BOTANICAL DINNER CANDLES,1013.01,528,2.4162264150943398,62,3,2010-12-06 17:16:00,2011-11-21 15:18:00
21618,4 WILDFLOWER BOTANICAL CANDLES,770.87,406,2.4527551020408165,48,2,2010-12-06 10:08:00,2011-11-14 17:40:00
21619,4 VANILLA BOTANICAL CANDLES,1481.4,978,1.9742857142857144,99,4,2010-12-03 11:36:00,2011-12-08 13:50:00
21620,SET OF 4 ROSE BOTANICAL CANDLES,1451.99,897,2.041976744186046,97,5,2010-12-01 16:57:00,2011-12-09 11:26:00
21621,VINTAGE UNION JACK BUNTING,24542.83,2789,9.442135523613963,267,7,2010-12-01 12:31:00,2011-12-06 13:20:00
21622,VINTAGE UNION JACK CUSHION COVER,2012.3400000000001,386,5.822075471698113,76,9,2010-12-01 10:03:00,2011-12-07 14:12:00
21623,VINTAGE UNION JACK MEMOBOARD,23010.09,3272,10.368705357142856,139,5,2010-12-02 13:32:00,2011-12-08 13:18:00
21624,VINTAGE UNION JACK DOORSTOP,1337.51,217,6.637346938775511,72,5,2010-12-01 17:29:00,2011-12-08 16:30:00
21625,VINTAGE UNION JACK APRON,2967.31,411,8.03977011494253,97,4,2010-12-01 13:21:00,2011-12-07 15:07:00
21626,VINTAGE UNION JACK PENNANT,1586.75,795,2.273168316831683,64,1,2010-12-05 11:04:00,2011-11-21 16:24:00
21627,ELEPHANT CARNIVAL POUFFE,1299.83,63,21.961489361702128,14,3,2010-12-06 09:58:00,2011-10-24 14:47:00
21628,TRIANGULAR POUFFE VINTAGE ,1176.6000000000001,64,21.548823529411763,14,5,2010-12-09 11:48:00,2011-12-08 11:25:00
21629,SQUARE FLOOR CUSHION VINTAGE RED,687.95,73,10.399090909090908,13,1,2010-12-01 16:57:00,2011-12-08 19:28:00
21630,FLOOR CUSHION ELEPHANT CARNIVAL,718.14,69,12.1,13,4,2010-12-05 13:17:00,2011-12-07 12:19:00
21631,HIPPY CHIC DECORATIVE PARASOL,896.01,169,8.337407407407408,15,1,2010-12-14 12:59:00,2011-11-17 14:24:00
21632,VINTAGE PINK DECORATIVE PARASOL,489.74,88,8.200000000000001,5,1,2010-12-06 09:58:00,2011-01-18 17:34:00
21633,SUNFLOWER DECORATIVE PARASOL,895.46,125,10.163571428571428,13,2,2010-12-16 17:43:00,2011-11-21 10:27:00
21634,ASSORTED MINI MADRAS NOTEBOOK,481.95,976,0.8446428571428571,22,3,2010-12-01 14:32:00,2011-10-16 15:13:00
21635,MADRAS NOTEBOOK LARGE ,374.96000000000004,271,2.263125,15,2,2010-12-05 12:42:00,2011-07-13 11:00:00
21636,MADRAS NOTEBOOK MEDIUM,709.66,919,0.8476250000000001,60,4,2011-02-10 09:21:00,2011-12-05 14:29:00
21637,ASSORTED SANSKRIT MINI NOTEBOOK,136.25,109,1.25,6,2,2011-03-20 15:02:00,2011-10-10 15:27:00
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,551.96,249,2.555365853658537,25,2,2010-12-01 17:06:00,2011-12-08 13:50:00
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,644.03,662,1.1350588235294117,38,2,2010-12-03 11:36:00,2011-12-08 13:50:00
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,451.59,1153,1.0971428571428572,19,1,2010-12-01 14:32:00,2011-09-16 13:32:00
21642,ASSORTED TUTTI FRUTTI PEN,831.0199999999999,2472,0.4938461538461538,79,3,2010-12-03 14:54:00,2011-12-09 10:03:00
21643,ASSORTED TUTTI FRUTTI MIRROR,743.31,550,1.8401666666666665,27,5,2010-12-01 16:57:00,2011-11-15 14:32:00
21644,ASSORTED TUTTI FRUTTI HEART BOX,268.75,215,1.25,29,1,2010-12-06 13:13:00,2011-11-27 16:27:00
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,247.8,118,2.1,21,1,2010-12-06 12:41:00,2011-11-27 12:00:00
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,992.79,737,1.8604411764705882,26,6,2010-12-01 17:06:00,2011-12-09 10:03:00
21650,ASSORTED TUTTI FRUTTI BRACELET,692.85,2550,0.5017985611510791,48,5,2010-12-05 12:53:00,2011-12-09 10:03:00
21651,HANGING GLASS ETCHED TEALIGHT,208.46999999999997,133,1.7591666666666665,9,2,2010-12-01 12:15:00,2011-02-21 13:51:00
21654,RIDGED GLASS FINGER BOWL,509.36,986,0.942258064516129,40,2,2010-12-01 13:21:00,2011-09-18 12:21:00
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,60.84,36,1.69,1,1,2011-01-11 13:54:00,2011-02-11 13:53:00
21656,RIDGED GLASS POSY VASE ,444.58,219,2.208085106382979,15,4,2010-12-01 17:06:00,2011-05-03 16:06:00
21657,MILK BOTTLE WITH GLASS STOPPER ,223.46,30,7.830000000000001,11,2,2010-12-01 13:21:00,2011-02-20 13:18:00
21658,GLASS  BEURRE DISH,3721.63,881,5.604907407407408,82,6,2010-12-01 13:21:00,2011-08-11 10:14:00
21661,VINTAGE GLASS TEA CADDY,17.85,3,5.95,3,1,2011-01-04 11:34:00,2011-02-22 13:20:00
21662,VINTAGE GLASS COFFEE CADDY,557.3000000000001,86,8.161538461538461,14,1,2010-12-01 13:21:00,2011-08-15 14:17:00
21664,RIDGED GLASS STORAGE JAR CREAM LID,353.97,99,3.732,15,1,2010-12-01 12:49:00,2011-10-17 12:22:00
21666,RIDGED GLASS T-LIGHT HOLDER,283.51,412,0.8558139534883721,21,3,2010-12-07 15:28:00,2011-12-06 11:39:00
21667,GLASS CAKE COVER AND PLATE,29.9,2,14.95,1,1,2011-01-12 12:31:00,2011-01-12 12:31:00
21668,RED STRIPE CERAMIC DRAWER KNOB,7527.66,5528,1.6665848214285715,169,12,2010-12-01 15:21:00,2011-12-09 11:34:00
21669,BLUE STRIPE CERAMIC DRAWER KNOB,7136.0,5285,1.5910430839002268,167,14,2010-12-02 10:39:00,2011-12-09 11:34:00
21670,BLUE SPOT CERAMIC DRAWER KNOB,6141.29,4370,1.7038320209973752,158,10,2010-12-01 14:41:00,2011-12-09 11:34:00
21671,RED SPOT CERAMIC DRAWER KNOB,6078.54,4421,1.7235026737967916,164,14,2010-12-01 17:06:00,2011-12-09 10:23:00
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6815.9,5022,1.685942720763723,159,11,2010-12-01 09:41:00,2011-12-09 10:23:00
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,6071.75,4395,1.6788800000000001,154,11,2010-12-02 10:39:00,2011-12-09 11:34:00
21675,BUTTERFLIES STICKERS,573.36,634,1.1361261261261262,45,7,2010-12-03 11:36:00,2011-12-09 10:03:00
21676,FLOWERS  STICKERS,245.35999999999999,257,1.159344262295082,21,4,2010-12-01 11:45:00,2011-12-05 17:24:00
21677,HEARTS  STICKERS,737.8399999999999,835,1.0332773109243696,62,6,2010-12-03 12:24:00,2011-12-09 10:03:00
21678,PAISLEY PATTERN  STICKERS,111.86,125,1.0071875,16,3,2010-12-01 11:45:00,2011-12-09 10:03:00
21679,SKULLS  STICKERS,1028.58,1140,1.12731884057971,67,6,2010-12-01 14:32:00,2011-12-07 13:53:00
21680,WOODLAND  STICKERS,786.31,868,1.2149514563106796,43,5,2010-12-06 15:13:00,2011-12-09 10:03:00
21681,GIANT MEDINA STAMPED METAL BOWL ,19.9,2,9.95,2,1,2011-02-14 13:19:00,2011-02-22 15:00:00
21682,LARGE MEDINA STAMPED METAL BOWL ,930.96,182,5.496545454545455,42,4,2010-12-05 12:42:00,2011-12-04 13:00:00
21683,MEDIUM MEDINA STAMPED METAL BOWL ,948.7000000000002,310,3.3927586206896554,39,4,2010-12-05 13:49:00,2011-12-05 16:05:00
21684,SMALL MEDINA STAMPED METAL BOWL ,622.3,783,1.2502083333333334,27,4,2010-12-01 17:06:00,2011-12-09 12:31:00
21686,MEDINA STAMPED METAL STOOL,1351.64,35,39.8695,6,1,2010-12-08 12:08:00,2011-10-02 15:33:00
21688,SILVER PLATE CANDLE BOWL SMALL,1101.2800000000002,348,3.8033333333333337,36,3,2010-12-01 13:51:00,2011-11-30 09:53:00
21689,SILVER VANILLA  FLOWER CANDLE POT,369.87,95,4.273846153846154,22,2,2010-12-07 15:39:00,2011-12-06 12:45:00
21690,SILVER  CANDLEPOT JARDIN ,90.0,24,3.75,6,1,2010-12-01 13:54:00,2011-01-30 15:48:00
21692,SILVER LATTICE VANILLA CANDLE POT,63.75,17,3.75,7,1,2010-12-06 12:41:00,2011-02-25 11:56:00
21693,SMALL HAMMERED SILVER CANDLEPOT ,1143.3100000000002,373,3.3346153846153848,40,3,2010-12-05 16:24:00,2011-12-06 12:45:00
21694,SMALL REGAL  SILVER CANDLEPOT ,840.33,307,3.395,18,2,2010-12-01 13:51:00,2011-12-05 14:03:00
21695,SMALL SILVER FLOWER CANDLE POT,875.3800000000001,290,3.355714285714286,35,3,2010-12-05 14:25:00,2011-12-08 09:28:00
21696,SMALL SILVER TRELLIS CANDLEPOT,690.1000000000001,230,3.2911764705882356,27,3,2010-12-05 13:03:00,2011-11-23 14:35:00
21698,MOCK LOBSTER FRIDGE MAGNET,164.17,296,1.0622222222222222,22,4,2010-12-01 17:06:00,2011-12-07 16:47:00
21700,BIG DOUGHNUT FRIDGE MAGNETS,2334.94,1726,3.95715,58,10,2010-12-01 17:06:00,2011-12-07 13:46:00
21703,BAG 125g SWIRLY MARBLES,3528.89,9390,0.495738255033557,175,10,2010-12-01 14:32:00,2011-12-09 10:03:00
21704,BAG 250g SWIRLY MARBLES,4039.2799999999997,5144,1.0033734939759036,137,9,2010-12-01 14:32:00,2011-12-09 10:03:00
21705,BAG 500g SWIRLY MARBLES,1462.1699999999998,1459,1.8397902097902097,89,5,2010-12-01 11:41:00,2011-12-09 11:26:00
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,1621.76,347,4.996942148760331,53,7,2010-12-01 11:49:00,2011-12-07 10:35:00
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,763.6600000000001,160,4.881351351351352,44,6,2010-12-15 15:14:00,2011-12-06 08:55:00
21708,FOLDING UMBRELLA CREAM POLKADOT,868.0600000000001,191,4.326153846153846,28,4,2010-12-01 11:49:00,2011-12-05 17:28:00
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,607.23,133,4.667118644067797,30,4,2010-12-01 17:35:00,2011-12-04 13:45:00
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,501.98,107,4.822666666666667,29,5,2010-12-01 11:49:00,2011-11-25 11:41:00
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,513.02,104,5.247777777777778,22,2,2010-12-01 11:49:00,2011-11-24 14:40:00
21713,CITRONELLA CANDLE FLOWERPOT,1836.64,795,2.5004320987654323,103,2,2010-12-06 08:34:00,2011-12-06 16:26:00
21714,CITRONELLA CANDLE GARDEN POT,3018.15,1657,1.8920175438596492,106,3,2010-12-02 15:46:00,2011-12-09 10:23:00
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,3507.17,1330,3.261293103448276,116,12,2010-12-01 12:03:00,2011-12-08 13:50:00
21716,BOYS VINTAGE TIN SEASIDE BUCKET,3913.72,1441,3.378414634146341,112,11,2010-12-01 12:03:00,2011-12-09 10:03:00
21717,EASTER TIN BUCKET,946.93,408,2.684878048780488,34,5,2010-12-08 14:25:00,2011-03-22 11:05:00
21718,RED METAL BEACH SPADE ,2114.64,1494,1.7067965367965368,106,5,2010-12-01 12:03:00,2011-12-09 10:03:00
21719,LOVELY BONBON STICKER SHEET,307.44,345,1.0569491525423729,29,4,2010-12-02 10:27:00,2011-12-05 17:28:00
21720,CAKE SHOP  STICKER SHEET,48.449999999999996,57,0.85,8,1,2010-12-06 10:19:00,2011-07-26 09:51:00
21721,CANDY SHOP  STICKER SHEET,179.45999999999998,195,1.102857142857143,19,3,2010-12-01 14:32:00,2011-12-02 16:39:00
21722,SWEET PUDDING STICKER SHEET,95.52999999999999,98,1.1297222222222223,13,1,2010-12-01 14:32:00,2011-12-08 09:20:00
21723,ALPHABET HEARTS STICKER SHEET,353.47999999999996,401,1.0236065573770492,29,5,2010-12-05 13:00:00,2011-12-05 17:28:00
21724,PANDA AND BUNNIES STICKER SHEET,355.83,408,0.9703703703703703,43,4,2010-12-01 08:45:00,2011-12-09 10:03:00
21725,SWEETIES  STICKERS,277.24,301,1.1344,26,3,2010-12-03 11:36:00,2011-11-17 14:26:00
21726,MULTI HEARTS  STICKERS,204.69,237,0.927142857142857,29,2,2010-12-03 17:20:00,2011-12-07 13:35:00
21730,GLASS STAR FROSTED T-LIGHT HOLDER,2519.38,518,5.353560606060607,79,4,2010-12-01 08:26:00,2011-12-07 16:56:00
21731,RED TOADSTOOL LED NIGHT LIGHT,23932.98,14009,2.3844199535962876,266,19,2010-12-01 08:45:00,2011-12-09 10:46:00
21733,RED HANGING HEART T-LIGHT HOLDER,23228.74,7882,3.1590526315789473,385,16,2010-12-01 09:32:00,2011-12-08 14:38:00
21735,TWO DOOR CURIO CABINET,2577.45,212,12.538554216867471,60,5,2010-12-02 14:47:00,2011-09-16 13:53:00
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,137.22000000000003,80,1.8150000000000002,5,1,2010-12-12 16:14:00,2011-04-06 12:08:00
21738,COSY SLIPPER SHOES SMALL  RED ,150.48000000000002,48,3.3052000000000006,17,2,2010-12-01 11:49:00,2011-10-20 12:43:00
21739,COSY SLIPPER SHOES SMALL GREEN,708.98,256,2.7664601769911505,38,4,2010-12-01 11:49:00,2011-12-09 10:03:00
21741,COSY SLIPPER SHOES LARGE GREEN,480.1700000000001,147,3.8230000000000004,27,2,2010-12-02 12:09:00,2011-11-16 12:08:00
21742,LARGE ROUND WICKER PLATTER ,1173.53,195,6.091276595744682,75,2,2010-12-01 12:49:00,2011-12-08 16:18:00
21743,STAR PORTABLE TABLE LIGHT ,890.6,300,3.8572,28,2,2010-12-01 11:21:00,2011-09-13 11:24:00
21744,SNOWFLAKE PORTABLE TABLE LIGHT ,1563.5500000000002,531,3.0406870229007636,66,5,2010-12-01 11:21:00,2011-11-24 13:40:00
21745,GAOLERS KEYS DECORATIVE GARDEN ,3486.98,938,3.965045871559633,115,7,2010-12-01 17:06:00,2011-12-07 11:43:00
21746,SMALL RED RETROSPOT WINDMILL,3766.93,3075,1.469078947368421,122,6,2010-12-06 13:41:00,2011-11-29 08:07:00
21747,SMALL SKULL WINDMILL,645.61,485,1.5116666666666665,31,4,2010-12-19 14:41:00,2011-11-30 14:00:00
21749,LARGE RED RETROSPOT WINDMILL,3877.09,1963,2.531,80,6,2010-12-08 14:25:00,2011-11-29 16:33:00
21750,LARGE SKULL WINDMILL,209.61,91,2.6716,15,2,2010-12-08 14:25:00,2011-11-08 18:41:00
21754,HOME BUILDING BLOCK WORD,17049.920000000002,2780,6.617638190954774,360,12,2010-12-01 08:34:00,2011-12-09 10:26:00
21755,LOVE BUILDING BLOCK WORD,12572.710000000001,2034,6.672415902140673,337,12,2010-12-01 08:34:00,2011-12-09 12:00:00
21756,BATH BUILDING BLOCK WORD,5089.56,823,6.589366197183099,168,12,2010-12-01 08:35:00,2011-12-08 13:22:00
21757,LIGHTHOUSE PRINTED METAL SIGN,29.700000000000003,6,4.95,3,1,2011-01-09 11:34:00,2011-02-17 12:29:00
21758,VINTAGE SHELLS PRINT,427.46000000000004,50,9.839375,13,1,2010-12-01 14:32:00,2011-12-01 16:22:00
21761,WOOD AND GLASS MEDICINE CABINET,299.5,10,29.95,10,2,2010-12-01 15:35:00,2011-12-04 13:20:00
21763,VINTAGE WOODEN BAR STOOL,169.75,6,27.4625,4,1,2011-01-05 15:56:00,2011-07-06 16:40:00
21769,VINTAGE POST OFFICE CABINET,607.6500000000001,11,66.36,2,1,2010-12-02 12:18:00,2010-12-07 16:43:00
21770,OPEN CLOSED METAL SIGN,7938.780000000001,1641,5.52150895140665,263,17,2011-03-24 12:11:00,2011-12-08 17:37:00
21773,DECORATIVE ROSE BATHROOM BOTTLE,1154.17,1170,1.7692073170731706,50,2,2010-12-01 14:32:00,2011-12-08 10:53:00
21774,DECORATIVE CATS BATHROOM BOTTLE,1152.4,1095,1.9209625668449197,39,6,2010-12-01 14:32:00,2011-12-09 10:03:00
21775,DECORATIVE FLORE BATHROOM BOTTLE,716.86,515,1.8763309352517985,34,3,2010-12-01 17:06:00,2011-12-08 16:30:00
21777,RECIPE BOX WITH METAL HEART,95.4,12,7.95,3,1,2010-12-01 08:34:00,2010-12-06 10:08:00
21781,MA CAMPAGNE CUTLERY BOX,2676.75,169,16.795294117647057,51,4,2010-12-01 15:35:00,2011-07-10 16:18:00
21784,SHOE SHINE BOX ,633.0699999999999,57,11.448181818181817,20,2,2010-12-02 13:08:00,2011-09-01 13:40:00
21785,RAIN PONCHO ,269.61,412,0.9516666666666667,3,2,2010-12-05 12:53:00,2011-02-15 14:44:00
21786,POLKADOT RAIN HAT ,918.25,1940,0.6665811965811965,55,8,2010-12-01 10:19:00,2011-12-09 10:03:00
21787,RAIN PONCHO RETROSPOT,7163.65,8878,1.0523694779116464,115,10,2010-12-01 14:32:00,2011-12-09 10:03:00
21788,KIDS RAIN MAC BLUE,1032.6399999999999,1297,0.9082954545454545,59,9,2010-12-02 16:38:00,2011-12-06 11:39:00
21789,KIDS RAIN MAC PINK,806.1999999999999,928,0.9391666666666666,55,9,2010-12-01 16:57:00,2011-12-02 16:39:00
21790,VINTAGE SNAP CARDS,12515.96,14528,1.0148936170212766,449,8,2010-12-01 11:57:00,2011-12-09 12:20:00
21791,VINTAGE HEADS AND TAILS CARD GAME ,10535.65,7889,1.5049592169657422,342,18,2010-12-01 08:45:00,2011-12-09 10:03:00
21792,CLASSIC FRENCH STYLE BASKET GREEN ,1497.72,344,5.041052631578947,58,2,2010-12-07 18:36:00,2011-08-03 12:58:00
21793,CLASSIC FRENCH STYLE BASKET BROWN,1296.6100000000001,304,4.584533333333334,57,1,2010-12-19 13:31:00,2011-12-01 16:22:00
21794,CLASSIC FRENCH STYLE BASKET NATURAL,2213.42,522,4.930754716981132,79,3,2010-12-01 12:43:00,2011-10-25 15:34:00
21801,CHRISTMAS TREE DECORATION WITH BELL,530.26,1251,0.42296,22,1,2010-12-01 14:32:00,2011-10-30 11:22:00
21802,CHRISTMAS TREE HEART DECORATION,920.4,2125,0.45300546448087425,45,2,2010-12-01 14:32:00,2011-11-21 11:55:00
21803,CHRISTMAS TREE STAR DECORATION,1031.56,2390,0.4508,46,1,2010-12-01 14:32:00,2011-12-09 12:20:00
